hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273461,526223,805924021502,632861,3426,21061437867,32308856790598,25370904,0,27548222285
"scan with file YARA rules",105882,0,299172715253,2825529,1207444,4135438672,15034483371845,141992816,12955,22010030879
"scan object with YARA",49906,0,95085106261,1905284,342513,3262512668,14511170506429,290770057,7153,27518246250
"scan with meta YARA rules",249144,0,91807704221,368492,90573,4107509964,26276062129408,105465361,12955,22010030879
"scan with process YARA rules",68,0,64376620427,946715006,40529544,4287878529,903953989952,13293441028,27102,27518246250
"apply Sigma rules",994827,0,41541915455,41757,7053,18286968,201975675850584,203025928,2164,27518246250
"schedule scan for symlink target",59499,0,29140916433,489771,8406,2272484001,3650568475910,61355123,12955,2676493586
"parse GZIP archive",10164,0,26676047960,2624561,53863,1411713392,1666881885279,163998611,12955,1483040739
"parse log file",135,0,25856174029,191527215,2344,1140664770,42229643201,312812171,12955,2896849129
"parse ZIP archive",190,0,25795286877,135764667,165857,10056780005,51357240610,270301266,12955,1713140355
"compare to ThorDB",156,0,18503485676,118612087,43437192,169800927,381675483841,2446637716,43834,4942175786
"scan object's command line with YARA",68,0,10396500305,152889710,907242,3516774032,903953989952,13293441028,27102,27518246250
"parse file content",105882,0,10003270775,94475,1773,531569944,15034483371845,141992816,12955,22010030879
"check file excludes",90353,0,5084697699,56275,130,205948980,10743279692309,118903408,12955,22010030879
"add meta information",45543,0,3121770238,68545,2955,592702555,8018103818804,176055679,12955,22010030879
"check process excludes",207,0,2890999623,13966181,231,2875413141,1538370164770,7431739926,9547,27548222285
"scan process for malicious indicators",68,0,2869102773,42192687,102045,2170125716,903953989952,13293441028,27102,27518246250
"parse journald format",5,0,2579678620,515935724,32953596,1729761704,1198024935,239604987,29407119,777510732
"extract process handles",68,0,2500756622,36775832,202346,2419142806,903953989952,13293441028,27102,27518246250
"check file existence",308982,0,1801847718,5831,130,983046,29852357266319,96615198,12955,22010030879
"check with STIX IOCs",105882,0,982567339,9279,761,404322,15034483371845,141992816,12955,22010030879
"check if file was already scanned",308850,0,945232182,3060,110,31254004,29822421199131,96559563,12955,22010030879
"check if object should be logged",994827,0,632742072,636,220,1716194,201975675850584,203025928,2164,27518246250
"apply hash IOCs",105882,0,577679112,5455,2375,1571449,15034483371845,141992816,12955,22010030879
"search for Cobalt Strike beacons",179868,0,574208582,3192,792,1795927,22444882178595,124785299,12955,27518246250
"apply false positive filters",994827,0,407488356,409,200,775519,201975675850584,203025928,2164,27518246250
"deduplicate reasons",249144,0,390294818,1566,140,241472,26276062129408,105465361,12955,22010030879
"extract process environment variables",68,0,385990570,5676331,116192,232105576,903953989952,13293441028,27102,27518246250
"limit frequent matches",994827,0,379328847,381,140,1833128,201975675850584,203025928,2164,27518246250
"parse TARGZ archive",1,0,332454804,332454804,332454804,332454804,21751509,21751509,21751509,21751509
"store time information about deep scan",105882,0,274033707,2588,662,376458,15034483371845,141992816,12955,22010030879
"check if deep scan is needed",249144,0,268312161,1076,190,354246,26276062129408,105465361,12955,22010030879
"check if maximum file size is exceeded",249144,0,140602538,564,131,1837586,26276062129408,105465361,12955,22010030879
"fill in interesting content",249144,0,111092872,445,170,297157,26276062129408,105465361,12955,22010030879
"log object",502,0,78065690,155509,852,1468433,1297537330713,2584735718,10450,27518246250
"log file",249144,0,64184360,257,120,61708,26276062129408,105465361,12955,22010030879
"parse authorized_keys format",1,0,28268155,28268155,28268155,28268155,233889469,233889469,233889469,233889469
"parse TAR archive",1,0,13905957,13905957,13905957,13905957,129533823,129533823,129533823,129533823
"parsing Firefox history",1,0,13065944,13065944,13065944,13065944,277165596,277165596,277165596,277165596
"initialize process memory reader",68,0,12886308,189504,94060,403068,903953989952,13293441028,27102,27518246250
"truncate long values",502,0,10233189,20384,721,2261686,1297537330713,2584735718,10450,27518246250
"parse OLE format",14,0,10179700,727121,48764,2487859,2259199328,161371380,12955,266842176
"enrich finding with file information",45,0,9836662,218592,18306,1624640,5517030616,122600680,10450,2533899980
"parse system crontab",3,0,6682502,2227500,11211,4369859,382148518,127382839,12955,273841372
"schedule scan for executable",156,0,4837512,31009,14798,99590,381675483841,2446637716,43834,4942175786
"scan eBPF program with file YARA rules",1,0,1976752,1976752,1976752,1976752,14558,14558,14558,14558
"check for C2 IOCs",8,0,1345479,168184,52379,313688,3207574519,400946814,2561748,1278478986
"retrieve interesting process memory",68,0,1344792,19776,3166,63671,903953989952,13293441028,27102,27518246250
"unpack UPX",3,0,1053170,351056,294202,406816,634090177,211363392,12955,370839846
"analyze process connection",68,0,1049412,15432,1573,399382,903953989952,13293441028,27102,27518246250
"truncate unimportant process memory sections",68,0,957039,14074,5350,30538,903953989952,13293441028,27102,27518246250
"log md5 to csv",38,0,484548,12751,140,49895,5127339867,134929996,12955,2533899980
"check file mode",156,0,431073,2763,751,19898,381675483841,2446637716,43834,4942175786
"check for known evil services",156,0,282167,1808,1082,20048,381675483841,2446637716,43834,4942175786
"parse mail",5,0,107265,21453,9038,43504,1369670658,273934131,12955,589475577
"scan dependent files",35,0,17871,510,220,1482,139673329,3990666,13927,8370955
"check for port 0",6,0,8598,1433,571,2314,2927847175,487974529,12301025,1278478986
"check if profile is recent",1,0,6252,6252,6252,6252,10450,10450,10450,10450
"check for network pipes",6,0,2686,447,271,782,2927847175,487974529,12301025,1278478986
