hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273855,1273464,629353741185,494054,4879,20932271393,30122249248385,23646529,0,522415538553
"scan with file YARA rules",105849,0,256810762426,2426199,993004,3519579176,7030560055,66420,6361,4286515417
"schedule scan for symlink target",59432,0,118793098232,1998807,18645,16972849299,713502285,12005,10090,31056687
"scan with meta YARA rules",249033,0,60332139973,242265,82468,26039593,8626795095,34641,6361,4286515417
"scan with process YARA rules",68,0,58475643302,859935930,37866342,3957463445,432548,6361,6361,6361
"scan object with YARA",49633,0,52258046833,1052889,320412,94652618,281904732146,5679784,4079,6268326959
"parse GZIP archive",10164,0,48383263170,4760258,102366,2519853363,102554760,10090,10090,10090
"parse ZIP archive",190,0,44414489346,233760470,3768542,16914202723,1917100,10090,10090,10090
"apply Sigma rules",995228,0,39770646445,39961,6953,12526434,291445785696,292843,4079,6268326959
"parse log file",135,0,24841538731,184011398,1984,2353738823,1362150,10090,10090,10090
"parse file content",105849,0,9839349944,92956,2555,487882303,7030560055,66420,6361,4286515417
"compare to ThorDB",156,0,4580485010,29362083,25244936,69410499,268927861901,1723896550,16202,6268326959
"check file excludes",90286,0,4419206349,48946,129,5607231,12374514344,137059,6361,4320320849
"parse journald format",5,0,2756724705,551344941,30665972,2033511862,50450,10090,10090,10090
"add meta information",45268,0,2470518561,54575,2084,39177815,6570806245,145153,6361,4286515417
"check file existence",308864,0,1638181940,5303,200,183521,14579966364,47205,6361,4320320849
"scan process for malicious indicators",68,0,1475354937,21696396,193188,170065311,432548,6361,6361,6361
"check with STIX IOCs",105849,0,1092429864,10320,851,477020,7030560055,66420,6361,4286515417
"extract process environment variables",68,0,928569138,13655428,173482,25652974,432548,6361,6361,6361
"extract process handles",68,0,923259934,13577351,2452671,109650139,432548,6361,6361,6361
"schedule scan for executable",156,0,882222922,5655275,19377,57104574,268927861901,1723896550,16202,6268326959
"check if file was already scanned",308731,0,648755320,2101,109,27586694,14578624394,47221,6361,4320320849
"search for Cobalt Strike beacons",179830,0,633534394,3522,811,158643,7814449848,43454,6361,4286515417
"check if object should be logged",995228,0,582395532,585,230,110371,291445785696,292843,4079,6268326959
"apply hash IOCs",105849,0,510888181,4826,1913,96434,7030560055,66420,6361,4286515417
"parse TARGZ archive",1,0,369819320,369819320,369819320,369819320,10090,10090,10090,10090
"apply false positive filters",995228,0,363709863,365,190,282268,291445785696,292843,4079,6268326959
"deduplicate reasons",249033,0,340167198,1365,160,181125,8626795095,34641,6361,4286515417
"limit frequent matches",995228,0,325954401,327,129,6015459,291445785696,292843,4079,6268326959
"check if deep scan is needed",249033,0,294720444,1183,200,63361,8626795095,34641,6361,4286515417
"store time information about deep scan",105849,0,284645420,2689,1042,322626,7030560055,66420,6361,4286515417
"check if maximum file size is exceeded",249033,0,148258753,595,170,47841,8626795095,34641,6361,4286515417
"fill in interesting content",249033,0,104136267,418,160,128696,8626795095,34641,6361,4286515417
"scan object's command line with YARA",68,0,81460281,1197945,923993,3405800,432548,6361,6361,6361
"log file",249033,0,62901437,252,110,43583,8626795095,34641,6361,4286515417
"parse TAR archive",1,0,52984031,52984031,52984031,52984031,10090,10090,10090,10090
"parsing Firefox history",1,0,36800308,36800308,36800308,36800308,10090,10090,10090,10090
"parse authorized_keys format",1,0,31688181,31688181,31688181,31688181,10090,10090,10090,10090
"parse system crontab",3,0,20468490,6822830,9308,17644942,30270,10090,10090,10090
"log object",502,0,14871960,29625,1342,6788355,275315546609,548437343,4079,6268326959
"truncate long values",502,0,10913040,21739,802,3170350,275315546609,548437343,4079,6268326959
"check process excludes",207,0,9888361,47769,340,1418638,3201203844266,15464752870,6361,62784266677
"initialize process memory reader",68,0,8901665,130906,80573,201145,432548,6361,6361,6361
"enrich finding with file information",45,0,8729352,193985,10089,681269,38129226,847316,4079,37685165
"analyze process connection",68,0,7597297,111724,2215,2930031,432548,6361,6361,6361
"parse OLE format",14,0,5178519,369894,43983,1269813,141260,10090,10090,10090
"scan eBPF program with file YARA rules",1,0,1893274,1893274,1893274,1893274,21831,21831,21831,21831
"retrieve interesting process memory",68,0,1725404,25373,2905,93329,432548,6361,6361,6361
"check for C2 IOCs",8,0,1483033,185379,92356,310744,58346,7293,6361,10090
"truncate unimportant process memory sections",68,0,1201670,17671,4739,57639,432548,6361,6361,6361
"unpack UPX",3,0,1151617,383872,326694,442113,30270,10090,10090,10090
"check for known evil services",156,0,552303,3540,1483,27673,268927861901,1723896550,16202,6268326959
"log md5 to csv",38,0,429426,11300,120,40737,38058495,1001539,10090,37685165
"check file mode",156,0,393236,2520,1312,3907,268927861901,1723896550,16202,6268326959
"parse mail",5,0,84361,16872,8776,32422,50450,10090,10090,10090
"scan dependent files",35,0,11243,321,210,631,367055770,10487307,1430309,18126272
"check for port 0",6,0,10110,1685,982,2425,38166,6361,6361,6361
"check if profile is recent",1,0,7123,7123,7123,7123,4079,4079,4079,4079
"check for network pipes",6,0,4099,683,301,1173,38166,6361,6361,6361
